2025-02-07T15:22:16.663Z - Loaded language codes from /home/mapachurro/repos/wordsofweb3/public/assets/language-codes.json
2025-02-07T15:22:16.664Z - Generating index for locale: ar-001 at /home/mapachurro/repos/wordsofweb3/locales/ar-001
2025-02-07T15:22:16.666Z - Loaded terms data for locale ar-001
2025-02-07T15:22:16.667Z - Processing term '0x-api': Display name '0x API', Link: '0x-api.html'
2025-02-07T15:22:16.667Z - Processing term 'anti-money-laundering': Display name 'مكافحة غسيل الأموال', Link: '.html'
2025-02-07T15:22:16.667Z - Processing term 'api': Display name 'API', Link: 'api.html'
2025-02-07T15:22:16.667Z - Processing term 'appchain': Display name 'بلوكتشين التطبيق', Link: '.html'
2025-02-07T15:22:16.667Z - Processing term 'apple-pay': Display name 'Apple Pay', Link: 'apple-pay.html'
2025-02-07T15:22:16.667Z - Processing term 'application-programming-interface': Display name 'Application Programming Interface (API)', Link: 'application-programming-interface-api.html'
2025-02-07T15:22:16.667Z - Processing term 'application-specific-integrated-circuit': Display name 'Application-Specific Integrated Circuit (ASIC)', Link: 'applicationspecific-integrated-circuit-asic.html'
2025-02-07T15:22:16.667Z - Processing term 'arbitrage': Display name 'المراجحة', Link: '.html'
2025-02-07T15:22:16.667Z - Processing term 'arbitrum': Display name 'Arbitrum', Link: 'arbitrum.html'
2025-02-07T15:22:16.667Z - Processing term 'arc-20': Display name 'ARC-20', Link: 'arc20.html'
2025-02-07T15:22:16.667Z - Processing term 'artificial-intelligence-ai': Display name 'الذكاء الاصطناعي', Link: '.html'
2025-02-07T15:22:16.667Z - Processing term 'asic': Display name 'الدائرة المتكاملة الخاصة بالتطبيق (ASIC)', Link: 'asic.html'
2025-02-07T15:22:16.667Z - Processing term 'asic-resistant': Display name 'ASIC-resistant', Link: 'asicresistant.html'
2025-02-07T15:22:16.667Z - Processing term 'asking-price': Display name 'Ask Price', Link: 'ask-price.html'
2025-02-07T15:22:16.667Z - Processing term 'asset-management': Display name 'Asset Management', Link: 'asset-management.html'
2025-02-07T15:22:16.667Z - Processing term 'asset-provenance': Display name 'منشأ الأصل', Link: '.html'
2025-02-07T15:22:16.667Z - Processing term 'assets-under-management-aum': Display name 'الأصول الخاضعة للإدارة', Link: '.html'
2025-02-07T15:22:16.667Z - Processing term 'asynchronous': Display name 'Asynchronous', Link: 'asynchronous.html'
2025-02-07T15:22:16.667Z - Processing term 'atomic-swap': Display name 'Atomic Swap', Link: 'atomic-swap.html'
2025-02-07T15:22:16.667Z - Processing term 'attack-surface': Display name 'Attack surface', Link: 'attack-surface.html'
2025-02-07T15:22:16.667Z - Processing term 'attestation': Display name 'المصادقة', Link: '.html'
2025-02-07T15:22:16.667Z - Processing term 'auction': Display name 'Auction', Link: 'auction.html'
2025-02-07T15:22:16.667Z - Processing term 'aurora': Display name 'Aurora', Link: 'aurora.html'
2025-02-07T15:22:16.667Z - Processing term 'automated-market-maker-amm': Display name 'صانع السوق الآلي', Link: '.html'
2025-02-07T15:22:16.667Z - Processing term 'avalanche': Display name 'Avalanche', Link: 'avalanche.html'
2025-02-07T15:22:16.667Z - Processing term 'avax': Display name 'AVAX', Link: 'avax.html'
2025-02-07T15:22:16.667Z - Processing term 'axie-infinity': Display name 'Axie Infinity', Link: 'axie-infinity.html'
2025-02-07T15:22:16.667Z - Processing term 'b-tokens': Display name 'B-Tokens', Link: 'btokens.html'
2025-02-07T15:22:16.667Z - Processing term 'bags': Display name 'Bags', Link: 'bags.html'
2025-02-07T15:22:16.667Z - Processing term 'banxa': Display name 'Banxa', Link: 'banxa.html'
2025-02-07T15:22:16.667Z - Processing term 'beacon-chain': Display name 'سلسلة المنارة (Beacon)', Link: 'beacon.html'
2025-02-07T15:22:16.667Z - Processing term 'bear-market': Display name 'Bear Market', Link: 'bear-market.html'
2025-02-07T15:22:16.667Z - Processing term 'benchmark': Display name 'Benchmark', Link: 'benchmark.html'
2025-02-07T15:22:16.667Z - Processing term 'bep-1155': Display name 'معيار BEP-1155', Link: 'bep1155.html'
2025-02-07T15:22:16.667Z - Processing term 'bep-20': Display name 'BEP-20', Link: 'bep20.html'
2025-02-07T15:22:16.667Z - Processing term 'bep-721': Display name 'معيار BEP-721', Link: 'bep721.html'
2025-02-07T15:22:16.667Z - Processing term 'bep-95': Display name 'BEP-95', Link: 'bep95.html'
2025-02-07T15:22:16.667Z - Processing term 'besu': Display name 'Besu', Link: 'besu.html'
2025-02-07T15:22:16.667Z - Processing term 'beta-coefficient': Display name 'Beta (Coefficient)', Link: 'beta-coefficient.html'
2025-02-07T15:22:16.667Z - Processing term 'beta-release': Display name 'Beta (Release)', Link: 'beta-release.html'
2025-02-07T15:22:16.667Z - Processing term 'bid-ask-spread': Display name 'Bid-Ask Spread', Link: 'bidask-spread.html'
2025-02-07T15:22:16.667Z - Processing term 'bid-price': Display name 'Bid Price', Link: 'bid-price.html'
2025-02-07T15:22:16.667Z - Processing term 'binance': Display name 'Binance', Link: 'binance.html'
2025-02-07T15:22:16.668Z - Processing term 'binance-blockchain-charity-foundation': Display name 'Blockchain Charity Foundation', Link: 'blockchain-charity-foundation.html'
2025-02-07T15:22:16.668Z - Processing term 'binance-ecosystem-fund': Display name 'Binance Ecosystem Fund (BEF)', Link: 'binance-ecosystem-fund-bef.html'
2025-02-07T15:22:16.668Z - Processing term 'binancian': Display name 'أعضاء Binance', Link: 'binance.html'
2025-02-07T15:22:16.668Z - Processing term 'bitcoin': Display name 'بيتكوين', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'bitcoin-core': Display name 'Bitcoin Core', Link: 'bitcoin-core.html'
2025-02-07T15:22:16.668Z - Processing term 'bitcoin-dominance': Display name 'Bitcoin Dominance', Link: 'bitcoin-dominance.html'
2025-02-07T15:22:16.668Z - Processing term 'bitcoin-maximalists': Display name 'المتطرفون للبيتكوين', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'bitcoin-pizza': Display name 'Bitcoin Pizza', Link: 'bitcoin-pizza.html'
2025-02-07T15:22:16.668Z - Processing term 'black-swan-event': Display name 'Black Swan Event', Link: 'black-swan-event.html'
2025-02-07T15:22:16.668Z - Processing term 'block': Display name 'كُتلة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'block-explorer': Display name 'مستكشف البلوكتشين', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'block-header': Display name 'Block header', Link: 'block-header.html'
2025-02-07T15:22:16.668Z - Processing term 'block-height': Display name 'موقع الكتلة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'block-reward': Display name 'مكافأة الكتلة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'block-time': Display name 'وقت الكتلة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'blockaid': Display name 'Blockaid', Link: 'blockaid.html'
2025-02-07T15:22:16.668Z - Processing term 'blockchain': Display name 'البلوكتشين', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'blockchain-explorer': Display name 'مستكشف البلوكتشين', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'blockchain-trilemma': Display name 'المعضلة الثلاثية الأبعاد لسلاسل البلوكتشين', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'bloom-filter': Display name 'Bloom Filter', Link: 'bloom-filter.html'
2025-02-07T15:22:16.668Z - Processing term 'blue-chip-token': Display name 'الرموز المميزة الممتازة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'bnb': Display name 'BNB', Link: 'bnb.html'
2025-02-07T15:22:16.668Z - Processing term 'bnb-chain': Display name 'BNB Chain', Link: 'bnb-chain.html'
2025-02-07T15:22:16.668Z - Processing term 'bnsol': Display name 'رموز BNSOL المميزة', Link: 'bnsol.html'
2025-02-07T15:22:16.668Z - Processing term 'bollinger-bands': Display name 'Bollinger Bands', Link: 'bollinger-bands.html'
2025-02-07T15:22:16.668Z - Processing term 'bond': Display name 'السندات', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'bounty': Display name 'مكافأة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'brain-wallet': Display name 'محفظة الدماغ', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'brave': Display name 'Brave', Link: 'brave.html'
2025-02-07T15:22:16.668Z - Processing term 'brc-20-tokens': Display name 'رموز BRC-20 المميزة', Link: 'brc20.html'
2025-02-07T15:22:16.668Z - Processing term 'break-even-point': Display name 'Break-Even Point (BEP)', Link: 'breakeven-point-bep.html'
2025-02-07T15:22:16.668Z - Processing term 'breakeven-multiple': Display name 'Breakeven Multiple', Link: 'breakeven-multiple.html'
2025-02-07T15:22:16.668Z - Processing term 'breakout': Display name 'Breakout', Link: 'breakout.html'
2025-02-07T15:22:16.668Z - Processing term 'bridge': Display name 'جسر', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'bscscan': Display name 'مستكشف BscScan', Link: 'bscscan.html'
2025-02-07T15:22:16.668Z - Processing term 'btc': Display name 'BTC', Link: 'btc.html'
2025-02-07T15:22:16.668Z - Processing term 'btc-wallet-address': Display name 'عنوان محفظة BTC', Link: 'btc.html'
2025-02-07T15:22:16.668Z - Processing term 'buidl': Display name 'BUIDL', Link: 'buidl.html'
2025-02-07T15:22:16.668Z - Processing term 'bull-market': Display name 'Bull Market', Link: 'bull-market.html'
2025-02-07T15:22:16.668Z - Processing term 'burner-wallet': Display name 'محفظة الحرق', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'buy-wall': Display name 'Buy Wall', Link: 'buy-wall.html'
2025-02-07T15:22:16.668Z - Processing term 'bytecode': Display name 'شفرة البايت', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'byzantine-fault-tolerance': Display name 'التسامح مع الخطأ البيزنطي', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'byzantium-fork': Display name 'انقسام (فورك) Byzantium', Link: 'byzantium.html'
2025-02-07T15:22:16.668Z - Processing term 'candidate-block': Display name 'كتلة المرشح', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'candlestick': Display name 'Candlestick', Link: 'candlestick.html'
2025-02-07T15:22:16.668Z - Processing term 'capitulation': Display name 'Capitulation', Link: 'capitulation.html'
2025-02-07T15:22:16.668Z - Processing term 'celo': Display name 'Celo', Link: 'celo.html'
2025-02-07T15:22:16.668Z - Processing term 'censorship-resistance': Display name 'Censorship-resistance', Link: 'censorshipresistance.html'
2025-02-07T15:22:16.668Z - Processing term 'central-bank': Display name 'Central Bank', Link: 'central-bank.html'
2025-02-07T15:22:16.668Z - Processing term 'central-bank-digital-currency-cbdc': Display name 'العملات الرقمية للبنوك المركزية', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'central-processing-unit': Display name 'Central Processing Unit (CPU)', Link: 'central-processing-unit-cpu.html'
2025-02-07T15:22:16.668Z - Processing term 'centralized': Display name 'Centralized', Link: 'centralized.html'
2025-02-07T15:22:16.668Z - Processing term 'centralized-exchange': Display name 'بورصة مركزية', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'cex': Display name 'CEX', Link: 'cex.html'
2025-02-07T15:22:16.668Z - Processing term 'chain-id': Display name 'مُعرفّ السلسلة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'chatgpt': Display name 'ChatGPT', Link: 'chatgpt.html'
2025-02-07T15:22:16.668Z - Processing term 'chrome': Display name 'Chrome', Link: 'chrome.html'
2025-02-07T15:22:16.668Z - Processing term 'cipher': Display name 'Cipher', Link: 'cipher.html'
2025-02-07T15:22:16.668Z - Processing term 'circulating-supply': Display name 'Circulating Supply', Link: 'circulating-supply.html'
2025-02-07T15:22:16.668Z - Processing term 'client': Display name 'عميل', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'cloud': Display name 'Cloud', Link: 'cloud.html'
2025-02-07T15:22:16.668Z - Processing term 'codefi': Display name 'التداول والتمويل اللامركزي (CodeFi)', Link: 'codefi.html'
2025-02-07T15:22:16.668Z - Processing term 'coin': Display name 'عملة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'coinbase-pay': Display name 'Coinbase Pay', Link: 'coinbase-pay.html'
2025-02-07T15:22:16.668Z - Processing term 'coingecko': Display name 'CoinGecko', Link: 'coingecko.html'
2025-02-07T15:22:16.668Z - Processing term 'cold-storage': Display name 'التخزين البارد (غير متصل بالإنترنت)', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'cold-wallet': Display name 'محفظة باردة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'collateral': Display name 'Collateral', Link: 'collateral.html'
2025-02-07T15:22:16.668Z - Processing term 'colocation': Display name 'Colocation', Link: 'colocation.html'
2025-02-07T15:22:16.668Z - Processing term 'commodity-futures-trading-commission': Display name 'Commodity Futures Trading Commission (CFTC)', Link: 'commodity-futures-trading-commission-cftc.html'
2025-02-07T15:22:16.668Z - Processing term 'compile': Display name 'تجميع', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'compound': Display name 'بروتوكول Compound', Link: 'compound.html'
2025-02-07T15:22:16.668Z - Processing term 'compound-interest': Display name 'الفائدة المركّبة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'confirmation': Display name 'تأكيد', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'confirmation-time': Display name 'وقت التأكيد', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'confluence': Display name 'Confluence', Link: 'confluence.html'
2025-02-07T15:22:16.668Z - Processing term 'consensus': Display name 'خوارزمية الإجماع', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'consensus-algorithm': Display name 'خوارزمية الإجماع', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'consensus-client': Display name 'عميل إجماع', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'consensus-layer': Display name 'طبقة الإجماع', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'consensus-mechanism': Display name 'آلية الإجماع', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'consensys': Display name 'Consensys', Link: 'consensys.html'
2025-02-07T15:22:16.668Z - Processing term 'constantinople-fork': Display name 'انقسام Constantinople (هارد فورك)', Link: 'constantinople.html'
2025-02-07T15:22:16.668Z - Processing term 'consumer-price-index-(cpi)': Display name 'Consumer Price Index (CPI)', Link: 'consumer-price-index-cpi.html'
2025-02-07T15:22:16.668Z - Processing term 'contango-and-backwardation': Display name 'كونتانجو والسوق المعكوسة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'contract': Display name 'عقد', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'contract-account': Display name 'حساب العقد', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'coolwallet': Display name 'CoolWallet', Link: 'coolwallet.html'
2025-02-07T15:22:16.668Z - Processing term 'copy-trading': Display name 'التداول بالنسخ', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'counterparty-risk': Display name 'مخاطر الطرف الآخر', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'credentials': Display name 'Credentials', Link: 'credentials.html'
2025-02-07T15:22:16.668Z - Processing term 'cross-chain-bridges': Display name 'جسور الربط بين سلاسل بلوكشين', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'crypto-': Display name '-مشفرة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'crypto-asset': Display name 'أصل مشفر', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'crypto-bounties': Display name 'مكافآت التشفير', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'crypto-compliance': Display name 'امتثال الأصول المشفرة', Link: '.html'
2025-02-07T15:22:16.668Z - Processing term 'crypto-etfs': Display name 'صناديق المؤشرات المتداولة للعملات الرقمية', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'crypto-fear-and-greed-index': Display name 'مؤشر الخوف والطمع بسوق العملات الرقمية', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'crypto-fund': Display name 'صندوق استثمار الأصول المشفرة', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'crypto-protocol': Display name 'بروتوكول العملات الرقمية', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'crypto-wallet': Display name 'محفظة العملات المشفرة', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'crypto-winter': Display name 'شتاء العملات الرقمية', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'cryptocompare': Display name 'CryptoCompare', Link: 'cryptocompare.html'
2025-02-07T15:22:16.669Z - Processing term 'cryptocurrency': Display name 'عملة مشفرة', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'cryptoeconomics': Display name 'اقتصاديات الأصول المشفرة', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'cryptography': Display name 'التشفير', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'curve': Display name 'Curve', Link: 'curve.html'
2025-02-07T15:22:16.669Z - Processing term 'custody': Display name 'الحفظ الآمن', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'd'cent': Display name 'D'CENT', Link: 'dcent.html'
2025-02-07T15:22:16.669Z - Processing term 'daemon': Display name 'Daemon', Link: 'daemon.html'
2025-02-07T15:22:16.669Z - Processing term 'dai': Display name 'DAI', Link: 'dai.html'
2025-02-07T15:22:16.669Z - Processing term 'danksharding': Display name 'ترقية Danksharding', Link: 'danksharding.html'
2025-02-07T15:22:16.669Z - Processing term 'dao': Display name 'DAO', Link: 'dao.html'
2025-02-07T15:22:16.669Z - Processing term 'dapp': Display name 'dapp', Link: 'dapp.html'
2025-02-07T15:22:16.669Z - Processing term 'ddos': Display name 'الهجمات الموزعة لحجب الخدمة (DDoS)', Link: 'ddos.html'
2025-02-07T15:22:16.669Z - Processing term 'dead-cat-bounce': Display name 'Dead Cat Bounce', Link: 'dead-cat-bounce.html'
2025-02-07T15:22:16.669Z - Processing term 'death-cross': Display name 'تقاطع الموت', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'decentralization': Display name 'اللامركزية', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'decentralized-application': Display name 'تطبيق لامركزي', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'decentralized-autonomous-cooperative': Display name 'Decentralized Autonomous Cooperative (DAC)', Link: 'decentralized-autonomous-cooperative-dac.html'
2025-02-07T15:22:16.669Z - Processing term 'decentralized-autonomous-organization': Display name 'منظمة مستقلة لامركزية', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'decentralized-exchange': Display name 'بورصة لامركزية', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'decentralized-finance': Display name 'التمويل اللامركزي', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'decentralized-indexes': Display name 'المؤشرات اللامركزية', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'decentralized-web': Display name 'الويب اللامركزي', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'decryption': Display name 'Decryption', Link: 'decryption.html'
2025-02-07T15:22:16.669Z - Processing term 'deep-web': Display name 'Deep Web', Link: 'deep-web.html'
2025-02-07T15:22:16.669Z - Processing term 'defi': Display name 'تمويل لامركزي (DeFi)', Link: 'defi.html'
2025-02-07T15:22:16.669Z - Processing term 'delegated-proof-of-stake-(dpos)': Display name 'DPoS', Link: 'dpos.html'
2025-02-07T15:22:16.669Z - Processing term 'delisting': Display name 'Delisting', Link: 'delisting.html'
2025-02-07T15:22:16.669Z - Processing term 'denominations': Display name 'فئات', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'depeg': Display name 'فك الارتباط', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'deposit': Display name 'الإيداع', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'depression': Display name 'الكساد', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'derive': Display name 'يشتق', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'design-flaw-attack': Display name 'Design Flaw Attack', Link: 'design-flaw-attack.html'
2025-02-07T15:22:16.669Z - Processing term 'dev': Display name 'مُطورّ', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'devcon': Display name 'Devcon', Link: 'devcon.html'
2025-02-07T15:22:16.669Z - Processing term 'developer': Display name 'مُطوّر', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'dex': Display name 'بورصة لامركزية (DEX)', Link: 'dex.html'
2025-02-07T15:22:16.669Z - Processing term 'diamond-hands': Display name 'الأيدي الماسية', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'difficulty': Display name 'صعوبة التعدين', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'difficulty-bomb': Display name 'انفجار الصعوبة', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'digital-asset': Display name 'أصل رقمي', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'digital-identity': Display name 'هوية رقمية', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'digital-signature': Display name 'توقيع رقمي', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'diligence': Display name 'Diligence', Link: 'diligence.html'
2025-02-07T15:22:16.669Z - Processing term 'direct-market-access-dma': Display name 'الوصول المباشر إلى الأسواق', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'distributed-ledger-technology': Display name 'تقنية دفتر الأستاذ الموزع', Link: '.html'
2025-02-07T15:22:16.669Z - Processing term 'divergence': Display name 'Divergence', Link: 'divergence.html'
2025-02-07T15:22:16.669Z - Processing term 'diversification': Display name 'Diversification', Link: 'diversification.html'
2025-02-07T15:22:16.669Z - Processing term 'dlt': Display name 'DLT', Link: 'dlt.html'
2025-02-07T15:22:16.669Z - Processing term 'do-your-own-research': Display name 'قم بإجراء بحثك الخاص (DYOR)', Link: 'dyor.html'
2025-02-07T15:22:16.670Z - Processing term 'dollar-cost-averaging': Display name 'Dollar Cost Averaging (DCA)', Link: 'dollar-cost-averaging-dca.html'
2025-02-07T15:22:16.670Z - Processing term 'dot-plot': Display name 'المخططات البيانية النقطية', Link: '.html'
2025-02-07T15:22:16.670Z - Processing term 'double-spend': Display name 'إنفاق مزدوج', Link: '.html'
2025-02-07T15:22:16.670Z - Processing term 'double-spending': Display name 'Double Spending', Link: 'double-spending.html'
2025-02-07T15:22:16.670Z - Processing term 'eclipse-attack': Display name 'Eclipse Attack', Link: 'eclipse-attack.html'
2025-02-07T15:22:16.670Z - Processing term 'ecosystem': Display name 'النظام البيئي', Link: '.html'
2025-02-07T15:22:16.670Z - Processing term 'eea': Display name 'تحالف إيثريوم للمؤسسات (EEA)', Link: 'eea.html'
2025-02-07T15:22:16.670Z - Processing term 'efficient-market-hypothesis-emh': Display name 'Efficient Market Hypothesis (EMH)', Link: 'efficient-market-hypothesis-emh.html'
2025-02-07T15:22:16.670Z - Processing term 'eigenlayer': Display name 'EigenLayer', Link: 'eigenlayer.html'
2025-02-07T15:22:16.670Z - Processing term 'eip': Display name 'EIP', Link: 'eip.html'
2025-02-07T15:22:16.670Z - Processing term 'eip-1559': Display name 'EIP-1559', Link: 'eip1559.html'
2025-02-07T15:22:16.671Z - Processing term 'eip-3074': Display name 'اقتراح تحسين Ethereum EIP-3074', Link: 'ethereum-eip3074.html'
2025-02-07T15:22:16.671Z - Processing term 'eip-4844': Display name 'اقتراح تحسين Ethereum EIP-4844', Link: 'ethereum-eip4844.html'
2025-02-07T15:22:16.671Z - Processing term 'eip-7251': Display name 'EIP-7251', Link: 'eip7251.html'
2025-02-07T15:22:16.671Z - Processing term 'eip-7702': Display name 'اقتراح EIP-7702', Link: 'eip7702.html'
2025-02-07T15:22:16.671Z - Processing term 'elasticity': Display name 'المرونة', Link: '.html'
2025-02-07T15:22:16.671Z - Processing term 'encrypted-key': Display name 'مفاتيح مشفرة', Link: '.html'
2025-02-07T15:22:16.671Z - Processing term 'encryption': Display name 'التشفير', Link: '.html'
2025-02-07T15:22:16.671Z - Processing term 'endogenous-variable': Display name 'المتغير الداخلي', Link: '.html'
2025-02-07T15:22:16.671Z - Processing term 'ens': Display name 'ENS', Link: 'ens.html'
2025-02-07T15:22:16.671Z - Processing term 'entropy': Display name 'إنتروبيا', Link: '.html'
2025-02-07T15:22:16.671Z - Processing term 'epoch': Display name 'حقبة', Link: '.html'
2025-02-07T15:22:16.671Z - Processing term 'erc': Display name 'ERC', Link: 'erc.html'
2025-02-07T15:22:16.671Z - Processing term 'erc-1155': Display name 'ERC-1155', Link: 'erc1155.html'
2025-02-07T15:22:16.671Z - Processing term 'erc-20': Display name 'ERC-20', Link: 'erc20.html'
